ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ret_factor,adj_close
600115.SH,2014-01-02,2.79,2.79,2.74,2.75,2.77,-0.02,-0.72,71086.05,19618.296,0.9928,2.659231807563959
600115.SH,2014-01-03,2.74,2.75,2.68,2.7,2.75,-0.05,-1.82,99269.74,26843.52,0.97473104,2.610833788666295
600115.SH,2014-01-06,2.7,2.7,2.58,2.6,2.7,-0.1,-3.7,149697.16,39048.662,0.93866599152,2.514232938485642
600115.SH,2014-01-07,2.59,2.66,2.58,2.61,2.6,0.01,0.38,75141.68,19638.304,0.942232922287776,2.523787023651887
600115.SH,2014-01-08,2.62,2.64,2.58,2.6,2.61,-0.01,-0.38,67810.19,17638.616,0.9386524371830824,2.51419663296201
600115.SH,2014-01-09,2.58,2.62,2.56,2.58,2.6,-0.02,-0.77,91836.02,23774.571,0.9314248134167726,2.4948373188882025
600115.SH,2014-01-10,2.59,2.59,2.48,2.5,2.58,-0.08,-3.1,206265.37,51881.769,0.9025506442008526,2.417497362002668
600115.SH,2014-01-13,2.5,2.52,2.47,2.51,2.5,0.01,0.4,78352.78,19552.557,0.9061608467776561,2.4271673514506786
600115.SH,2014-01-14,2.51,2.53,2.48,2.53,2.51,0.02,0.8,72334.84,18164.063,0.9134101335518773,2.446584690262284
600115.SH,2014-01-15,2.53,2.53,2.5,2.51,2.53,-0.02,-0.79,47988.1,12056.099,0.9061941934968174,2.427256671209212
600115.SH,2014-01-16,2.51,2.54,2.48,2.52,2.51,0.01,0.4,96351.59,24158.723,0.9098189702708047,2.436965697894049
600115.SH,2014-01-17,2.52,2.52,2.46,2.48,2.52,-0.04,-1.59,82343.71,20464.208,0.8953528486434988,2.3982179432975332
600115.SH,2014-01-20,2.48,2.49,2.46,2.49,2.48,0.01,0.4,61221.44,15162.759,0.8989342600380729,2.4078108150707234
600115.SH,2014-01-21,2.48,2.55,2.48,2.54,2.49,0.05,2.01,85895.25,21745.327,0.9170028386648381,2.456207812453645
600115.SH,2014-01-22,2.55,2.6,2.53,2.6,2.54,0.06,2.36,154345.58,39623.933,0.9386441056573284,2.514174316827551
600115.SH,2014-01-23,2.59,2.61,2.57,2.58,2.6,-0.02,-0.77,79215.63,20484.071,0.9314165460437669,2.4948151745879787
600115.SH,2014-01-24,2.56,2.61,2.56,2.6,2.58,0.02,0.78,80237.28,20779.674,0.9386815951029083,2.5142747329497652
600115.SH,2014-01-27,2.59,2.59,2.55,2.57,2.6,-0.03,-1.15,95846.08,24574.675,0.9278867567592248,2.485360573520843
600115.SH,2014-01-28,2.57,2.62,2.55,2.59,2.57,0.02,0.78,117280.57,30333.099,0.9351242734619468,2.5047463859943053
600115.SH,2014-01-29,2.6,2.61,2.56,2.57,2.59,-0.02,-0.77,70972.26,18314.083,0.9279238165562897,2.485459838822149
600115.SH,2014-01-30,2.58,2.58,2.52,2.53,2.57,-0.04,-1.56,73623.88,18754.286,0.9134482050180117,2.446686665336524
600115.SH,2014-02-07,2.51,2.56,2.49,2.54,2.53,0.01,0.4,69741.0,17659.966,0.9171019978380838,2.45647341199787
600115.SH,2014-02-10,2.55,2.61,2.55,2.6,2.54,0.06,2.36,131068.67,33969.683,0.9387456049870626,2.5144461845210198
600115.SH,2014-02-11,2.6,2.65,2.59,2.62,2.6,0.02,0.77,164607.4,43039.451,0.945973946145463,2.533807420141832
600115.SH,2014-02-12,2.62,2.64,2.61,2.63,2.62,0.01,0.38,119017.68,31193.015,0.9495686471408158,2.543435888338371
600115.SH,2014-02-13,2.63,2.68,2.61,2.65,2.63,0.02,0.76,182813.87,48357.566,0.956785368859086,2.5627660010897424
600115.SH,2014-02-14,2.65,2.68,2.64,2.67,2.65,0.02,0.75,131201.53,34908.992,0.9639612591255292,2.5819867460979156
600115.SH,2014-02-17,2.67,2.7,2.67,2.69,2.67,0.02,0.75,123100.07,33007.225,0.9711909685689707,2.60135164669365
600115.SH,2014-02-18,2.68,2.69,2.63,2.67,2.69,-0.02,-0.74,162594.07,43076.835,0.9640041554015604,2.5821016445081173
600115.SH,2014-02-19,2.66,2.77,2.64,2.74,2.67,0.07,2.62,339193.46,92595.693,0.9892610642730812,2.6497527075942298
600115.SH,2014-02-20,2.72,2.74,2.68,2.68,2.74,-0.06,-2.19,224783.34,60863.507,0.9675962469655007,2.5917231232979163
600115.SH,2014-02-21,2.68,2.69,2.61,2.63,2.68,-0.05,-1.87,133972.02,35389.343,0.9495021971472458,2.543257900892245
600115.SH,2014-02-24,2.61,2.61,2.55,2.58,2.63,-0.05,-1.9,107701.74,27698.169,0.9314616554014481,2.4949360007752923
600115.SH,2014-02-25,2.58,2.59,2.5,2.51,2.58,-0.07,-2.71,142694.62,36301.26,0.9062190445400689,2.4273232351542817
600115.SH,2014-02-26,2.51,2.52,2.46,2.52,2.51,0.01,0.4,120103.27,29911.054,0.9098439207182292,2.4370325280948992
600115.SH,2014-02-27,2.51,2.53,2.48,2.52,2.52,0.0,0.0,119004.8,29826.297,0.9098439207182292,2.4370325280948992
600115.SH,2014-02-28,2.52,2.54,2.49,2.54,2.52,0.02,0.79,74181.41,18641.746,0.9170316876919032,2.456285085066849
600115.SH,2014-03-03,2.54,2.63,2.51,2.6,2.54,0.06,2.36,205139.27,53024.226,0.9386736355214322,2.5142534130744267
