ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ret_factor,adj_close
000596.SZ,2014-01-02,22.3,22.57,21.72,22.31,22.42,-0.11,-0.49,88432.82,195867.0081,0.9951,19.76496112042349
000596.SZ,2014-01-03,22.22,22.61,21.88,22.61,22.31,0.3,1.34,74158.44,165320.1738,1.00843434,20.029811599437163
000596.SZ,2014-01-06,22.6,23.1,21.5,21.55,22.61,-1.06,-4.69,77093.21,170426.7947,0.9611387694539999,19.090413435423557
000596.SZ,2014-01-07,21.47,22.05,21.0,21.97,21.55,0.42,1.95,50082.49,107743.0961,0.979880975458353,19.462676497414318
000596.SZ,2014-01-08,21.93,22.15,21.5,21.51,21.97,-0.46,-2.09,51542.77,112655.7645,0.9594014630712734,19.05590655861836
000596.SZ,2014-01-09,21.1,22.43,20.96,22.4,21.51,0.89,4.14,109278.34,239808.3762,0.9991206836424242,19.844821090145164
000596.SZ,2014-01-10,22.21,22.75,21.95,22.16,22.4,-0.24,-1.07,74566.99,166541.0634,0.9884300923274503,19.63248150448061
000596.SZ,2014-01-13,22.2,23.4,21.75,23.19,22.16,1.03,4.65,106466.24,241976.371,1.0343920916206768,20.545391894438957
000596.SZ,2014-01-14,23.18,24.4,22.86,24.22,23.19,1.03,4.44,165469.63,393389.2365,1.0803191004886348,21.457607294552048
000596.SZ,2014-01-15,24.08,24.08,23.54,23.71,24.22,-0.51,-2.11,73537.0,175119.0849,1.0575243674683246,21.004851780636997
000596.SZ,2014-01-16,23.67,24.66,23.67,23.87,23.71,0.16,0.67,92391.94,224419.0252,1.0646097807303623,21.145584287567264
000596.SZ,2014-01-17,23.87,23.9,22.58,22.62,23.87,-1.25,-5.24,87812.52,202156.5733,1.0088242282200912,20.03755567089874
000596.SZ,2014-01-20,22.4,23.59,22.23,22.9,22.62,0.28,1.24,75632.71,174552.1813,1.0213336486500204,20.286021361217884
000596.SZ,2014-01-21,22.67,23.15,22.43,22.8,22.9,-0.1,-0.44,52665.88,120024.2906,1.0168397805959604,20.196762867228525
000596.SZ,2014-01-22,22.9,24.63,22.66,24.16,22.8,1.36,5.96,104515.79,250301.3444,1.0774434315194796,21.40048993411535
000596.SZ,2014-01-23,24.15,24.57,23.75,24.2,24.16,0.04,0.17,81186.38,196522.467,1.0792750853530628,21.436870767003345
000596.SZ,2014-01-24,24.2,25.24,23.81,24.2,24.2,0.0,0.0,104019.01,254038.697,1.0792750853530628,21.436870767003345
000596.SZ,2014-01-27,24.0,25.17,23.72,24.96,24.2,0.76,3.14,110402.65,272222.7948,1.1131643230331492,22.109988509087252
000596.SZ,2014-01-28,24.8,25.63,24.57,24.76,24.96,-0.2,-0.8,61418.29,153631.3984,1.104259008448884,21.933108601014553
000596.SZ,2014-01-29,24.52,24.76,23.7,24.17,24.76,-0.59,-2.38,86200.63,207448.5657,1.0779776440478004,21.411100616310407
000596.SZ,2014-01-30,24.02,24.26,23.1,23.63,24.17,-0.54,-2.23,43373.07,102389.5735,1.0539387425855344,20.933633072566685
000596.SZ,2014-02-07,23.39,23.6,22.83,23.55,23.63,-0.08,-0.34,53475.61,123605.13,1.0503553508607437,20.86245872011996
000596.SZ,2014-02-10,23.41,23.88,23.01,23.79,23.55,0.24,1.02,65003.61,153216.1512,1.0610689754395233,21.075255799065182
000596.SZ,2014-02-11,23.68,25.55,23.67,24.71,23.79,0.92,3.87,120586.32,297106.564,1.1021323447890328,21.890868198489002
000596.SZ,2014-02-12,24.72,24.72,24.03,24.32,24.71,-0.39,-1.58,57938.83,140646.7675,1.084718653741366,21.544992480952875
000596.SZ,2014-02-13,24.25,25.09,23.04,23.27,24.32,-1.05,-4.32,73404.97,178036.31,1.037858807899739,20.614248805775713
000596.SZ,2014-02-14,23.1,24.14,23.01,23.8,23.27,0.53,2.28,69248.6,163209.6425,1.061521988719853,21.084253678547398
000596.SZ,2014-02-17,23.53,24.59,23.5,24.43,23.8,0.63,2.65,76041.06,184250.93,1.089652321420929,21.642986401028903
000596.SZ,2014-02-18,24.34,24.34,23.38,23.4,24.43,-1.03,-4.22,70349.89,166367.3628,1.0436689934569658,20.729652374905484
000596.SZ,2014-02-19,23.42,23.96,23.12,23.2,23.4,-0.2,-0.85,66219.06,155846.7272,1.0347978070125816,20.553450329718785
000596.SZ,2014-02-20,23.23,23.23,21.8,22.29,23.2,-0.91,-3.92,72810.95,163084.292,0.9942337329776884,19.74775507679381
000596.SZ,2014-02-21,22.28,22.6,22.03,22.54,22.29,0.25,1.12,31075.16,69409.7207,1.0053691507870386,19.9689299336539
000596.SZ,2014-02-24,22.5,22.5,21.06,21.36,22.54,-1.18,-5.24,57848.25,124582.7867,0.9526878072857977,18.922558005130437
